Key	Type	Desc	Português [c0]
Items/WallLimestoneBlockDesc	Text		Uma seção de parede branca e calcária.
Items/WallMoldBlock	Text		parede do molde
Items/WallMoldBlockDesc	Text		Uma seção de parede mofada.
Items/WallObsidianBlock	Text		Parede de Obsidiana
Items/WallObsidianBlockDesc	Text		Uma seção de parede indestrutível... espere! Você não deveria ter isso!
Items/WallPaintableBlock	Text		Parede Pintável
Items/WallPaintableBlockDesc	Text		Uma parede de pedra sombria pronta para ser animada com cores.
Items/WallSandBlock	Text		Parede de Areia
Items/WallSandBlockDesc	Text		Uma seção de parede amarela frágil.
Items/WallScarletBlock	Text		Muralha Escarlate
Items/WallScarletBlockDesc	Text		Uma parede de metal reforçada para configurar sua base para encontros difíceis.
Items/WallSnowBlock	Text		Parede de Neve
Items/WallSnowBlockDesc	Text		Uma seção de parede branca e fria.
Items/WallStoneBlock	Text		Parede de pedra
Items/WallStoneBlockDesc	Text		Uma seção de parede de rocha resistente.
Items/WallStoneBricksBlock	Text		Parede de tijolos de pedra
Items/WallStoneBricksBlockDesc	Text		Uma parede sólida feita com blocos interligados.
Items/WallTurfBlock	Text		Parede de Relva
Items/WallTurfBlockDesc	Text		Uma seção de parede macia e musgosa.
Items/WallWoodBlock	Text		Parede de madeira
Items/WallWoodBlockDesc	Text		Uma parede sólida feita de madeira. Funciona bem para construir uma base.
Items/WaterCan	Text		Regador
Items/WaterCanDesc	Text		Usado para regar sementes e solo.
Items/WaterWell	Text		Poço de água
Items/WaterWellDesc	Text		Um antigo poço de pedra para tirar água.
Items/WeddingDressArmor	Text		Vestido de casamento
Items/WeddingDressArmorDesc	Text		Um vestido branco simples que eleva a beleza de quem a veste. Existem muitas ocasiões para usá-lo, mas o mais importante é ser noiva.
Items/WeddingHelm	Text		Coroa de Flores
Items/WeddingHelmDesc	Text		Uma linda coroa feita de folhas e rosas cor de rosa. Assemelha-se a um amor que parece a eterna primavera.
Items/Wheelbarrow	Text		carrinho de mão velho
Items/WheelbarrowDesc	Text		Um carrinho de mão quebrado preso em seu próprio conteúdo derretido. Parece que não aguentou o calor extremo.
Items/WhiteCherryFlower	Text		flor de cerejeira branca
Items/WhiteCherryFlowerDesc	Text		Uma flor branca e sedosa que caiu de uma linda árvore. Em plena floração, tem uma leve fragrância de amêndoa e lembra as alegrias da vida.
Items/WhiteCherryTree	Text		cereja branca
Items/WhiteCherryTreeDesc	Text		Esta bela árvore branca é um símbolo tradicional das alegrias da vida. Diz-se que na primavera uma fada desce para acordar as cerejeiras adormecidas com sua respiração.
Items/WhiteCoralotl	Text		Branco Coralotl
Items/WhiteCoralotlDesc	Text		Um pequeno anfíbio branco com guelras salientes que se parecem com corais. Ele também os usa para extrair nutrientes das águas do Mar Submerso.
Items/WhiteGlassRing	Text		anel de vidro branco
Items/WhiteGlassRingDesc	Text		Este anel é feito de um material leitoso e translúcido. A luz que reflete torna mais difícil para os inimigos atingirem voce.
Items/WhiteRoseBouquet	Text		Buquê de Rosas Brancas
Items/WhiteRoseBouquetDesc	Text		Este lindo buquê feito de rosas brancas elevará a aparência de todos os cômodos. Dê a alguém que você gosta muito.
Items/WhiteWhistle	Text		apito branco
Items/WhiteWhistleDesc	Text		Um artefato raro feito de pedra preciosa branca. Não produz som quando voce tenta usá-lo.
Items/WinterBell	Text		Sino de Inverno
Items/WinterBellDesc	Text		Este sino dourado e branco produz um som de toque fino, é fraco e lembra a neve caindo.
Items/WinterCookies	Text		Biscoitos de Inverno
Items/WinterCookiesDesc	Text		Bem decorado, este punhado de biscoitos vai deixar qualquer um com um clima sazonal. Há até um pequeno em forma de núcleo lá.
Items/WinterDinner	Text		Jantar de inverno
Items/WinterDinnerDesc	Text		Uma refeição completa para aquecer a barriga na estação fria. Preparado com uma larva assada, calda quente de amora, bolinhos e alguns verdes.
Items/Wood	Text		Madeira
Items/WoodBow	Text		arco de madeira
Items/WoodBowDesc	Text		Um arco bruto para atirar em inimigos de longe.
Items/WoodBreastArmor	Text		bau de madeira
Items/WoodBreastArmorDesc	Text		Armadura muito grosseira para a parte superior do corpo. Oferece proteção menor.
Items/WoodBridge	Text		Ponte de madeira
Items/WoodBridgeDesc	Text		Usado para atravessar abismos e água, mas também contribui para um bom piso.
Items/WoodDesc	Text		Um pedaço de raiz gigante para criar todo tipo de coisa.
Items/WoodDoor	Text		porta de madeira
Items/WoodDoorDesc	Text		Feche sua base com esta porta simples.
Items/WoodFence	Text		cerca de madeira
Items/WoodFenceDesc	Text		Uma cerca simples para proteger o que é seu por direito.
Items/WoodFenceGate	Text		Portão de cerca de madeira
Items/WoodFenceGateDesc	Text		Um portão simples para a cerca de madeira.
Items/WoodFishingRod	Text		Vara De Pesca De Madeira
Items/WoodFishingRodDesc	Text		Uma ferramenta rudimentar para puxar peixes.
Items/WoodFloor	Text		Chão de madeira
Items/WoodFloorDesc	Text		Ripas de madeira simples para decorar a sua base.
Items/WoodHelm	Text		elmo de madeira
Items/WoodHelmDesc	Text		Leve proteção para a cabeça, mas voce deve procurar opções melhores em breve.
Items/WoodMiningPick	Text		picareta de madeira
Items/WoodMiningPickDesc	Text		Uma ferramenta bruta, útil para derrubar paredes.
Items/WoodPantsArmor	Text		calças de madeira
Items/WoodPantsArmorDesc	Text		A próxima melhor coisa quando se trata de armadura corporal inferior.
Items/WoodShield	Text		escudo de madeira
Items/WoodShieldDesc	Text		Um item de mão secundária útil para bloquear golpes de inimigos.
Items/WoodShovel	Text		pá de madeira
Items/WoodShovelDesc	Text		Uma pá bruta, útil para cavar terreno.
Items/WoodStool	Text		banquinho de madeira
Items/WoodStoolDesc	Text		Um banquinho simples e funcional feito de madeira. Um verdadeiro hobby pode transformar isso em algo mais bonito.
Items/WoodTable	Text		mesa de madeira
Items/WoodTableDesc	Text		Uma mesa simples e funcional feita de madeira. Um verdadeiro hobby pode transformar isso em algo mais bonito.
Items/WoodenDestructible	Text		Caixote de madeira
Items/WoodenDestructibleDesc	Text		Uma caixa de madeira usada por alguém para armazenar mercadorias aleatórias.
Items/WoodenRing	Text		anel de madeira
Items/WoodenRingDesc	Text		Um simples anel de madeira, nada mais, nada menos.
Items/WoodenSign1	Text		"Placa de madeira ""Núcleo"""
Items/WoodenSign1Desc	Text		Madeira flutuante com padrões e entalhes mostrando o Núcleo.
Items/WoodenSign2	Text		"Placa de madeira ""Tulipa"""
Items/WoodenSign2Desc	Text		Madeira flutuante com padrões e entalhes mostrando uma Tulipa Brilhante.
Items/WoodenThornRing	Text		Anel Espinho De Madeira
Items/WoodenThornRingDesc	Text		Uma raiz circular e espinhosa com espinhos afiados apontando para fora.
Items/WoodenWorkBench	Text		Bancada Básica
Items/WoodenWorkBenchDesc	Text		A mais básica de todas as bancadas de trabalho.
Items/WorkerHandcuff	Text		algema de trabalhador
Items/WorkerHandcuffDesc	Text		Fundida em metal grosso, essa ferramenta parecia estar presa a uma corrente. Tem sido usado para impedir que os ilegais fujam?
Items/WovenMat	Text		esteira tecida
Items/WovenMatDesc	Text		Cobertura do solo feita de uma rede de plantas firmes.
Items/YellowBlisterHead	Text		Cabeça de bolha amarela
Items/YellowBlisterHeadDesc	Text		Um peixe com grandes bolhas amarelas na cabeça.
Items/YellowFirefly	Text		vagalume amarelo
Items/YellowFireflyDesc	Text		Este inseto voador sempre aparece em enxames que aparecem como luzes dançantes. Seu brilho amarelo é específico do bioma.
Items/YellowKelp	Text		alga amarela
Items/YellowKelpDesc	Text		Um caroço amarelo de plantas marinhas, nada útil.
JoinDiscord	Text		Junte-se ao servidor do discord do Core Keeper
LanguageOption	Text		Idioma: {0}
MapMarkers/DeathMarker	Text	"{0} is replaced with ""You"" or name of other players"	{0} morreu aqui
MapMarkers/TheCore	Text		O nucleo
MapMarkers/You	Text	This is shown when hovering over own player marker in Map	Voce
MapMarkers/mustBeAtPortalToTeleportDesc	Text		Voce deve usar um portal para se teletransportar aqui.
MapMarkers/portal	Text		Portal
MapMarkers/portalGoToDesc	Text		Clique para se teletransportar para este portal.
MapMarkers/portalNotReadyDesc	Text		O portal não está pronto.
MapMarkers/portalStandingAtDesc	Text		Voce está neste portal.
Menu/AdminPlayers	Text		Jogadores administradores
Menu/AllowJoinByPresence	Text		Permitir que amigos participem sem o ID do jogo
Menu/AmbientOcclusion	Text		Oclusão de ambiente
Menu/BannedPlayers	Text		jogadores banidos
Menu/Bloom	Text		Luzes
Menu/BorderlessFullscreen	Text		Tela cheia sem bordas
Menu/Brightness	Text		Brilho
Menu/CharacterSlot	Text		slot de personagem
Menu/CharacterStuck	Text	Option in gameplay settings allowing player to kill themselves in order to get out of a stuck position	Meu personagem está preso!
Menu/CharacterType	Text		Tipo de personagem
Menu/ColorOutput	Text		Saída de cor
Menu/ConnectedPlayers	Text		Jogadores conectados:
Menu/ConnectedPlayersWarning	Text		Mais de {0} jogadores conectados. Isso pode causar problemas.
Menu/CreateWorld	Text	Text	
Menu/CreatedSaveBackup	Text		CoreKeeperSaves.zip criado na área de trabalho
Menu/Credits	Text		Créditos
Menu/DeleteCharactersMenu	Text		Excluir menu de personagens
Menu/DeleteOptions	Text		Excluir opções
Menu/DeleteProgressOptions	Text		Excluir opções de progresso
Menu/DeleteWorldsMenu	Text		Excluir menu de mundos
Menu/DisplayOptions	Text		Tela
Menu/EnterWorldName	Text		Digite o nome do mundo...
Menu/ExperimentalPopUp	Text		O Core Keeper está sendo executado no modo experimental. Este modo está usando um conjunto separado de arquivos salvos. Seus arquivos salvos regulares ainda estarão lá quando voce voltar ao modo não experimental.
Menu/FaceMouseDirection	Text	Option that when enabled causes character to face towards mouse on screen, otherwise character faces the direction that player last moved towards	Direção do mouse
Menu/Fullscreen	Text		Tela cheia
Menu/GameID	Text	Game ID is used to connect to other players and shown in pause menu while in a game	ID do jogo: {0}
Menu/GameplayOptions	Text		Configurações de jogo
Menu/GetOutOfStuckPositionDialogue	Text		Voce quer matar seu personagem para sair de uma posição travada?
Menu/GiveFeedback	Text		Reportar bugs / comentários
Menu/GraphicsOptions	Text		Graficos
Menu/Hardcore	Text		Hardcore
Menu/HardcoreDesc	Text		Personagens hardcore são perdidos permanentemente quando morrem e não podem ser revividos.
Menu/JoinGame	Text		Entrar no jogo
Menu/LightQuality	Text		Qualidade de luz
Menu/ManagePlayers	Text		Gerenciar jogadores
Menu/MoreInfo	Text		Mais informações
Menu/NoAdminsOnline	Text		Não há administradores online.
Menu/NoBannedPlayers	Text		Nenhum jogador foi banido.
Menu/ObjectShadows	Text		Sombras de objetos
Menu/Options	Text		Configurações
Menu/OverrideSeason	Text		Substituir temporada
Menu/ParticlesQuality	Text		qualidade das partículas
Menu/PerformanceOptions	Text		Desempenho
Menu/Ping	Text		Ping to server, shown in pause menu
Menu/Quit	Text		sair
Menu/Reflections	Text		Reflexões
Menu/SelectCharacterType	Text		Selecione o tipo de personagem
Menu/SelectSaveSlotIcon	Text		Selecione salvar o ícone do slot
Menu/SelectWorld	Text		Selecione o mundo
Menu/SelectWorldMode	Text		Selecione o modo mundial
Menu/ServerSimulationDistance	Text		Distância de simulação do servidor
Menu/ServerTickRate	Text		Taxa de marcação do servidor
Menu/SettingsNotAvailableNote	Text		Algumas configurações só podem ser alteradas no menu principal
Menu/ShadowQuality	Text		Qualidade da sombra
Menu/ShowCharacterNames	Text		Mostrar nomes de personagens
Menu/ShowDamageNumbers	Text		Mostrar números de danos
Menu/ShowInGameUI	Text		Mostrar IU no jogo
Menu/ShowKeyHints	Text		Mostrar dicas importantes
Menu/ShowMinimap	Text		Mostrar minimapa
Menu/SquashBugs	Text	This option allows player to toggle off bugs being squashed when player walks on them in game	Insetos de abóbora
Menu/Standard	Text	Refers to type of character type such as classic or hardcore	Padrão
Menu/StandardDesc	Text		Personagens padrão reaparecem após morrer. Esta é a maneira pretendida de jogar o Core Keeper.
Menu/StartGame	Text		Iniciar jogo
Menu/StreamerMode	Text		Modo streamer
Menu/TargetFrameRate	Text		Meta de taxa de quadros
Menu/UIOptions	Text		Interface do Usuário
Menu/Version	Text		Versão: {0} ({1}) | © Pugstorm AB
Menu/WindowMode	Text		Modo janela
Menu/Windowed	Text		Janela
Menu/WorldName	Text		Mundo: {0}
Menu/WorldSlot	Text		slot mundial
Names/BirdBoss	Text		Azeos, o Titã do Céu
Names/HiveEgg	Text	Name shown on eggs at larva hive boss	ovo de colmeia
Names/KingSlime	Text		King Slime
Names/LarvaBoss	Text		Ghorm, o Devorador
Names/LarvaHiveBoss	Text		A Mãe da Colmeia
Names/LarvaHiveHalloweenBoss	Text		Mãe da Colmeia Assombrada
Names/LavaSlimeBoss	Text		Ígnea a Massa Fundida
Names/OctopusBoss	Text		Omoroth, o Titã do Mar
Names/PoisonSlimeBoss	Text		Ivy, a Massa Venenosa
Names/ScarabBoss	Text		Ra-Akar, o Titã de Areia
Names/ShamanBoss	Text		Malugaz, o Corrompido
Names/SlimeBoss	Text		Glurch a massa abominável
Names/SlipperySlimeBoss	Text		Morpha a massa aquática
None	Text		Nenhum
NonePlayableTitleInfoText	Text		Esta versão do jogo não está disponível, no entanto, é claro que voce ainda pode jogar a versão mais recente do Acesso Antecipado na ramificação padrão do Steam. Se voce acha que deveria ter acesso a uma versão exclusiva do jogo, entre em contato com seu ponto de contato relevante no final do editor.
NormalMode	Text		Normal
NormalModeDesc	Text		Este é o modo padrão.
OffHandMechanics/Dash	Text		Avance a {0}% da velocidade de movimento
OffHandMechanics/Shield	Text		Proteja-se e reduza qualquer dano recebido em {0}%
OpenBeta	Text		Beta aberto
OpenContainer	Text		Recipiente aberto
OptionNumber	Text		Opção {0}
PantsVanitySlot	Text		slot de calças
Rarity/Common	Text		Comum
Rarity/CommonFemale	Text		Comum
Rarity/CommonMale	Text		Comum
Rarity/Epic	Text		Épico
Rarity/EpicFemale	Text		Épico
Rarity/EpicMale	Text		Épico
Rarity/Legendary	Text		Lendário
Rarity/LegendaryFemale	Text		Lendário
Rarity/LegendaryMale	Text		Lendário
Rarity/Poor	Text		Pobre
Rarity/PoorFemale	Text		Pobre
Rarity/PoorMale	Text		Pobre
Rarity/Rare	Text		Cru
Rarity/RareFemale	Text		Cru
Rarity/RareMale	Text		Cru
Rarity/Uncommon	Text		Incomum
Rarity/UncommonFemale	Text		Incomum
Rarity/UncommonMale	Text		Incomum
Recipes	Text	"Title for recipes of foods, {0} will be replaced with a number indicating the current amount of known recipes""
"	Recipes ({0})
ReinforceButtonDesc	Text		Alterne para reforçar ferramentas, armas e equipamentos. O reforço melhorará as estatísticas do item em uma pequena quantidade e também aumentará a durabilidade.
ReinforceButtonTitle	Text		Reforçar
RepairButtonDesc	Text		Alterne para reparar ferramentas, armas e equipamentos.
RepairButtonTitle	Text		Reparar
Roles/Chef	Text		Chefe de cozinha
Roles/ChefDesc	Text		Um especialista culinário preparando comida para quem precisa.
Roles/Explorer	Text		Explorador
Roles/ExplorerDesc	Text		Um viajante experiente que sempre traz algumas tochas.
Roles/Fighter	Text		Lutador
Roles/FighterDesc	Text		Um lutador com grande autodefesa e o poder de defender seus aliados.
Roles/Fisherman	Text		Pescador
Roles/FishermanDesc	Text		Um pescador paciente com uma vara de pescar na mão e de olho na isca.
Roles/Gardener	Text		Jardineiro
Roles/GardenerDesc	Text		Um agricultor experiente com dedos verdes ansioso para transformar um pouco de solo.
Roles/Miner	Text		Mineiro
Roles/MinerDesc	Text		Um mineiro veterano com conhecimento sobre como derrubar paredes de forma eficaz.
Roles/Nomad	Text		Nômade
Roles/NomadDesc	Text		Uma pessoa comum sem equipamento inicial, mas com todas as possibilidades.
SalvageButtonDesc	Text		Recupere ferramentas, armas e equipamentos para recuperar peças de sucata e alguns dos materiais de fabricação. Itens com menor durabilidade devolvem menos materiais.
